tier,arm,depth,conversation_id,question_index,ability,score,context_chars,context_tokens,n_retrieved,response_chars,prompt_tokens,completion_tokens,reader_model,reader_effort,judge_model,judge_effort,config_id
100k,B csls,100,10,7,instruction_following,1.0,42998.0,10750.0,100.0,1169.0,10475.0,1851.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,8,knowledge_update,0.0,54560.0,13640.0,100.0,126.0,12734.0,217.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,9,knowledge_update,1.0,48663.0,12166.0,100.0,211.0,11031.0,286.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,10,multi_session_reasoning,1.0,40819.0,10205.0,100.0,139.0,10229.0,226.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,11,multi_session_reasoning,1.0,59587.0,14897.0,100.0,3908.0,12935.0,1804.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,12,preference_following,1.0,45337.0,11334.0,100.0,1940.0,10579.0,2013.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,13,preference_following,0.25,53995.0,13499.0,100.0,4871.0,11943.0,2548.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,14,summarization,0.4,59032.0,14758.0,100.0,5641.0,12966.0,4743.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,15,summarization,0.75,55434.0,13859.0,100.0,8967.0,12402.0,5396.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,16,temporal_reasoning,1.0,44514.0,11129.0,100.0,115.0,10746.0,251.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,10,17,temporal_reasoning,0.25,46489.0,11622.0,100.0,240.0,11303.0,372.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,0,abstention,0.0,54294.0,13574.0,100.0,1491.0,11698.0,807.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,1,abstention,0.0,50706.0,12677.0,100.0,332.0,10926.0,538.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,2,contradiction_resolution,0.875,45448.0,11362.0,100.0,339.0,9957.0,355.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,3,contradiction_resolution,0.625,44092.0,11023.0,100.0,246.0,9682.0,1091.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,4,information_extraction,1.0,33024.0,8256.0,100.0,79.0,7753.0,93.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,5,information_extraction,0.9167,72029.0,18007.0,100.0,1045.0,14298.0,617.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,6,instruction_following,1.0,48335.0,12084.0,100.0,3216.0,10359.0,1641.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,7,instruction_following,1.0,46801.0,11700.0,100.0,2137.0,10108.0,930.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,8,knowledge_update,0.0,58267.0,14567.0,100.0,126.0,12079.0,339.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,9,knowledge_update,0.0,61748.0,15437.0,100.0,131.0,12913.0,264.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,10,multi_session_reasoning,0.75,53007.0,13252.0,100.0,446.0,11184.0,600.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,11,multi_session_reasoning,0.75,61783.0,15446.0,100.0,4330.0,12780.0,1886.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,12,preference_following,1.0,50749.0,12687.0,100.0,5397.0,10807.0,4131.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,13,preference_following,1.0,58336.0,14584.0,100.0,4096.0,12016.0,1783.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,14,summarization,0.9167,60144.0,15036.0,100.0,15838.0,12500.0,10819.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,15,summarization,1.0,62921.0,15730.0,100.0,15345.0,12909.0,11656.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,16,temporal_reasoning,1.0,45575.0,11394.0,100.0,120.0,9968.0,239.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,11,17,temporal_reasoning,1.0,49288.0,12322.0,100.0,113.0,10885.0,235.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,0,abstention,1.0,46566.0,11642.0,100.0,56.0,10171.0,144.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,1,abstention,1.0,44346.0,11087.0,100.0,747.0,9975.0,563.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,2,contradiction_resolution,0.375,33355.0,8339.0,100.0,204.0,7854.0,266.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,3,contradiction_resolution,0.75,39333.0,9833.0,100.0,412.0,8911.0,412.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,4,information_extraction,1.0,36087.0,9022.0,100.0,161.0,8476.0,556.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,5,information_extraction,0.875,50848.0,12712.0,100.0,2058.0,11047.0,916.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,6,instruction_following,0.75,50148.0,12537.0,100.0,1769.0,10836.0,847.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,7,instruction_following,0.0,51581.0,12895.0,100.0,56.0,11038.0,2303.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,8,knowledge_update,0.0,33710.0,8428.0,100.0,76.0,8105.0,107.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,9,knowledge_update,1.0,48337.0,12084.0,100.0,107.0,10809.0,549.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,10,multi_session_reasoning,1.0,42212.0,10553.0,100.0,1083.0,9524.0,776.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,11,multi_session_reasoning,1.0,46906.0,11727.0,100.0,2508.0,10262.0,1483.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,12,preference_following,1.0,51600.0,12900.0,100.0,3755.0,11096.0,1305.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,13,preference_following,1.0,48692.0,12173.0,100.0,2979.0,10686.0,2370.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,14,summarization,0.875,52407.0,13102.0,100.0,3619.0,11275.0,3770.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,15,summarization,0.75,56844.0,14211.0,100.0,8807.0,11853.0,4239.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,16,temporal_reasoning,1.0,41006.0,10252.0,100.0,129.0,9424.0,155.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,12,17,temporal_reasoning,0.75,47624.0,11906.0,100.0,109.0,10448.0,151.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,0,abstention,0.0,48204.0,12051.0,100.0,235.0,11576.0,276.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,1,abstention,1.0,44857.0,11214.0,100.0,56.0,10737.0,109.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,2,contradiction_resolution,0.5,44406.0,11102.0,100.0,174.0,10585.0,317.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,3,contradiction_resolution,1.0,46112.0,11528.0,100.0,258.0,11167.0,292.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,4,information_extraction,1.0,39097.0,9774.0,100.0,149.0,9869.0,386.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,5,information_extraction,1.0,54064.0,13516.0,100.0,1438.0,12769.0,851.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,6,instruction_following,1.0,50521.0,12630.0,100.0,2524.0,12014.0,2107.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,7,instruction_following,1.0,42225.0,10556.0,100.0,3774.0,10153.0,1810.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,8,knowledge_update,0.5,42240.0,10560.0,100.0,80.0,10328.0,541.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,9,knowledge_update,1.0,45937.0,11484.0,100.0,181.0,10942.0,563.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,10,multi_session_reasoning,0.3333,47715.0,11929.0,100.0,488.0,11069.0,1690.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,11,multi_session_reasoning,0.75,61740.0,15435.0,100.0,3527.0,14220.0,2786.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,12,preference_following,1.0,41407.0,10352.0,100.0,1955.0,9918.0,929.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,13,preference_following,0.25,49295.0,12324.0,100.0,2602.0,12051.0,2132.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,14,summarization,0.5833,58602.0,14651.0,100.0,7897.0,13687.0,3672.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,15,summarization,0.6,55887.0,13972.0,100.0,6939.0,12948.0,3981.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,16,temporal_reasoning,1.0,49132.0,12283.0,100.0,87.0,12001.0,111.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,13,17,temporal_reasoning,1.0,49440.0,12360.0,100.0,315.0,12092.0,537.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,0,abstention,1.0,47178.0,11795.0,100.0,56.0,12752.0,125.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,1,abstention,1.0,50280.0,12570.0,100.0,56.0,13015.0,296.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,2,contradiction_resolution,0.75,43728.0,10932.0,100.0,561.0,11735.0,490.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,3,contradiction_resolution,0.5,45275.0,11319.0,100.0,271.0,11926.0,471.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,4,information_extraction,1.0,34170.0,8543.0,100.0,56.0,9021.0,75.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,5,information_extraction,1.0,39218.0,9805.0,100.0,642.0,10189.0,676.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,6,instruction_following,1.0,41669.0,10417.0,100.0,2203.0,11212.0,1500.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,7,instruction_following,1.0,50444.0,12611.0,100.0,1076.0,13070.0,761.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,8,knowledge_update,0.0,55838.0,13960.0,100.0,79.0,14466.0,335.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,9,knowledge_update,0.0,47469.0,11867.0,100.0,60.0,12527.0,184.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,10,multi_session_reasoning,0.0,45483.0,11371.0,100.0,419.0,12195.0,3137.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,11,multi_session_reasoning,0.875,51930.0,12983.0,100.0,2780.0,13289.0,7924.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,12,preference_following,0.5,39510.0,9878.0,100.0,2584.0,10392.0,2138.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,13,preference_following,1.0,44637.0,11159.0,100.0,1839.0,11785.0,1473.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,14,summarization,0.75,48521.0,12130.0,100.0,8667.0,12537.0,6637.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,15,summarization,1.0,47880.0,11970.0,100.0,3212.0,12474.0,5357.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,16,temporal_reasoning,1.0,44842.0,11211.0,100.0,192.0,11805.0,251.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,14,17,temporal_reasoning,1.0,44174.0,11044.0,100.0,125.0,11503.0,189.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,0,abstention,1.0,50806.0,12702.0,100.0,56.0,11532.0,88.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,1,abstention,1.0,39975.0,9994.0,100.0,56.0,9528.0,89.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,2,contradiction_resolution,0.625,32298.0,8075.0,100.0,426.0,8018.0,1141.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,3,contradiction_resolution,0.5,46215.0,11554.0,100.0,460.0,10766.0,645.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,4,information_extraction,0.5,42261.0,10565.0,100.0,171.0,10133.0,341.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,5,information_extraction,1.0,46574.0,11644.0,100.0,112.0,10912.0,149.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,6,instruction_following,1.0,48300.0,12075.0,100.0,3852.0,11266.0,1829.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,7,instruction_following,0.75,53106.0,13277.0,100.0,6085.0,12054.0,1739.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,8,knowledge_update,1.0,47760.0,11940.0,100.0,197.0,11275.0,575.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,9,knowledge_update,1.0,47843.0,11961.0,100.0,132.0,11167.0,289.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,10,multi_session_reasoning,0.5,41992.0,10498.0,100.0,68.0,9924.0,650.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,11,multi_session_reasoning,1.0,43348.0,10837.0,100.0,294.0,10533.0,195.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,12,preference_following,1.0,45890.0,11473.0,100.0,2736.0,10716.0,1646.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,13,preference_following,1.0,46224.0,11556.0,100.0,3119.0,10750.0,3805.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,14,summarization,0.75,47973.0,11993.0,100.0,7102.0,11107.0,5109.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,15,summarization,0.5,49346.0,12337.0,100.0,3786.0,11385.0,2920.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,16,temporal_reasoning,1.0,40541.0,10135.0,100.0,94.0,9851.0,123.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,15,17,temporal_reasoning,1.0,38895.0,9724.0,100.0,161.0,9387.0,286.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,0,abstention,0.0,46200.0,11550.0,100.0,2568.0,10827.0,2625.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,1,abstention,1.0,48720.0,12180.0,100.0,56.0,11461.0,226.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,2,contradiction_resolution,0.5,42241.0,10560.0,100.0,246.0,10169.0,579.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,3,contradiction_resolution,0.75,44114.0,11029.0,100.0,536.0,10171.0,1048.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,4,information_extraction,1.0,32701.0,8175.0,100.0,83.0,8290.0,64.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,5,information_extraction,1.0,53320.0,13330.0,100.0,1035.0,12530.0,1268.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,6,instruction_following,1.0,34305.0,8576.0,100.0,298.0,8456.0,460.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,7,instruction_following,1.0,50561.0,12640.0,100.0,1373.0,11739.0,1329.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,8,knowledge_update,1.0,49437.0,12359.0,100.0,146.0,11460.0,524.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,9,knowledge_update,0.0,45927.0,11482.0,100.0,228.0,10927.0,355.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,10,multi_session_reasoning,1.0,48923.0,12231.0,100.0,68.0,12009.0,98.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,11,multi_session_reasoning,1.0,52415.0,13104.0,100.0,3132.0,12059.0,6322.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,12,preference_following,0.5,49209.0,12302.0,100.0,4139.0,11829.0,6159.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,13,preference_following,1.0,43603.0,10901.0,100.0,4357.0,10361.0,3482.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,14,summarization,0.7143,60029.0,15007.0,100.0,4865.0,13330.0,5626.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,15,summarization,0.5,62692.0,15673.0,100.0,10606.0,14005.0,6562.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,16,temporal_reasoning,1.0,35977.0,8994.0,100.0,190.0,8758.0,570.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,16,17,temporal_reasoning,1.0,45782.0,11446.0,100.0,194.0,11192.0,331.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,0,abstention,0.0,56675.0,14169.0,100.0,439.0,13056.0,614.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,1,abstention,1.0,42146.0,10537.0,100.0,56.0,10272.0,99.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,2,contradiction_resolution,1.0,41709.0,10427.0,100.0,608.0,9972.0,1698.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,3,contradiction_resolution,0.625,40099.0,10025.0,100.0,211.0,9671.0,199.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,4,information_extraction,1.0,39380.0,9845.0,100.0,111.0,9594.0,94.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,5,information_extraction,0.875,51508.0,12877.0,100.0,604.0,11687.0,571.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,6,instruction_following,0.5,46720.0,11680.0,100.0,305.0,10911.0,598.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,7,instruction_following,0.5,42729.0,10682.0,100.0,258.0,10310.0,589.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,8,knowledge_update,1.0,49185.0,12296.0,100.0,175.0,11462.0,218.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,9,knowledge_update,1.0,51266.0,12817.0,100.0,168.0,11889.0,197.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,10,multi_session_reasoning,1.0,43397.0,10849.0,100.0,86.0,10653.0,122.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,11,multi_session_reasoning,0.625,57403.0,14351.0,100.0,668.0,13036.0,2222.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,12,preference_following,1.0,51316.0,12829.0,100.0,3317.0,11829.0,3648.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,13,preference_following,1.0,55623.0,13906.0,100.0,4371.0,12679.0,3050.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,14,summarization,0.8,50109.0,12527.0,100.0,6672.0,11354.0,5512.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,15,summarization,0.9,54963.0,13741.0,100.0,8827.0,12425.0,7147.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,16,temporal_reasoning,1.0,43965.0,10991.0,100.0,85.0,10698.0,371.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,17,17,temporal_reasoning,0.5,41146.0,10287.0,100.0,97.0,9963.0,478.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,0,abstention,0.0,46349.0,11587.0,100.0,322.0,10373.0,280.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,1,abstention,0.0,55074.0,13769.0,100.0,1077.0,12090.0,728.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,2,contradiction_resolution,0.625,43493.0,10873.0,100.0,676.0,9748.0,578.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,3,contradiction_resolution,1.0,40044.0,10011.0,100.0,949.0,9190.0,1755.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,4,information_extraction,1.0,47830.0,11958.0,100.0,93.0,10413.0,23.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,5,information_extraction,1.0,46381.0,11595.0,100.0,1278.0,10251.0,744.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,6,instruction_following,1.0,36585.0,9146.0,100.0,1522.0,8592.0,1371.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
100k,B csls,100,18,7,instruction_following,1.0,40573.0,10143.0,100.0,107.0,9457.0,459.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,fb9f3104ec15
