tier,arm,depth,conversation_id,question_index,ability,score,context_chars,context_tokens,n_retrieved,response_chars,prompt_tokens,completion_tokens,reader_model,reader_effort,judge_model,judge_effort,config_id
1m,B csls,100,1,2,contradiction_resolution,1.0,42479.0,10620.0,100.0,520.0,9998.0,547.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,3,contradiction_resolution,0.625,44490.0,11123.0,100.0,291.0,10501.0,306.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,4,information_extraction,0.8333,47687.0,11922.0,100.0,112.0,10862.0,104.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,5,information_extraction,1.0,41068.0,10267.0,100.0,56.0,9663.0,127.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,6,instruction_following,1.0,61892.0,15473.0,100.0,3920.0,13374.0,1350.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,7,instruction_following,1.0,46839.0,11710.0,100.0,2812.0,10466.0,1106.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,8,knowledge_update,1.0,48839.0,12210.0,100.0,135.0,11296.0,363.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,9,knowledge_update,1.0,51171.0,12793.0,100.0,113.0,11508.0,553.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,10,multi_session_reasoning,0.875,52680.0,13170.0,100.0,12672.0,11631.0,12491.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,11,multi_session_reasoning,0.5,47204.0,11801.0,100.0,1022.0,10660.0,6231.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,12,preference_following,1.0,49304.0,12326.0,100.0,9711.0,11362.0,11620.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,13,preference_following,0.75,51796.0,12949.0,100.0,4934.0,11289.0,3139.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,14,summarization,0.625,64922.0,16231.0,100.0,23896.0,13650.0,10793.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,15,summarization,0.4444,56583.0,14146.0,100.0,32648.0,12314.0,10279.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,16,temporal_reasoning,1.0,42212.0,10553.0,100.0,129.0,9813.0,145.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,1,17,temporal_reasoning,1.0,48663.0,12166.0,100.0,180.0,11573.0,571.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,0,abstention,0.0,54345.0,13586.0,100.0,796.0,12565.0,458.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,1,abstention,0.0,52112.0,13028.0,100.0,1012.0,12137.0,729.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,2,contradiction_resolution,1.0,45763.0,11441.0,100.0,606.0,11512.0,541.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,3,contradiction_resolution,1.0,44955.0,11239.0,100.0,904.0,11280.0,730.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,4,information_extraction,1.0,50575.0,12644.0,100.0,104.0,12396.0,148.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,5,information_extraction,1.0,59592.0,14898.0,100.0,1859.0,15597.0,997.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,6,instruction_following,1.0,50429.0,12607.0,100.0,2543.0,12508.0,1345.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,7,instruction_following,1.0,55461.0,13865.0,100.0,2172.0,13246.0,1169.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,8,knowledge_update,1.0,49466.0,12367.0,100.0,177.0,11881.0,155.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,9,knowledge_update,1.0,47941.0,11985.0,100.0,67.0,12196.0,161.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,10,multi_session_reasoning,1.0,51459.0,12865.0,100.0,360.0,12507.0,181.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,11,multi_session_reasoning,0.8333,63407.0,15852.0,100.0,2640.0,14954.0,3341.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,12,preference_following,0.8333,46732.0,11683.0,100.0,2599.0,11576.0,1951.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,13,preference_following,0.5,44548.0,11137.0,100.0,2454.0,11335.0,1933.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,14,summarization,0.9,45829.0,11457.0,100.0,6458.0,12615.0,10364.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,15,summarization,0.8,46373.0,11593.0,100.0,7941.0,12366.0,10439.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,16,temporal_reasoning,0.5,62853.0,15713.0,100.0,188.0,14956.0,472.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,10,17,temporal_reasoning,1.0,53555.0,13389.0,100.0,202.0,12767.0,260.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,0,abstention,1.0,35749.0,8937.0,100.0,56.0,8032.0,473.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,1,abstention,1.0,36710.0,9178.0,100.0,56.0,8482.0,88.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,2,contradiction_resolution,0.75,42893.0,10723.0,100.0,728.0,8994.0,1182.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,3,contradiction_resolution,1.0,39946.0,9987.0,100.0,506.0,9069.0,354.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,4,information_extraction,1.0,39711.0,9928.0,100.0,106.0,8938.0,228.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,5,information_extraction,0.75,38523.0,9631.0,100.0,791.0,8565.0,665.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,6,instruction_following,1.0,38954.0,9739.0,100.0,3160.0,8736.0,2101.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,7,instruction_following,1.0,38711.0,9678.0,100.0,1177.0,8693.0,771.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,8,knowledge_update,0.0,43255.0,10814.0,100.0,61.0,9679.0,153.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,9,knowledge_update,1.0,37120.0,9280.0,100.0,79.0,8501.0,214.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,10,multi_session_reasoning,0.5,47418.0,11855.0,100.0,220.0,10495.0,570.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,11,multi_session_reasoning,0.9,38889.0,9722.0,100.0,4543.0,8836.0,5103.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,12,preference_following,1.0,40281.0,10070.0,100.0,3733.0,8914.0,2211.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,13,preference_following,0.5,49012.0,12253.0,100.0,2377.0,10735.0,1141.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,14,summarization,0.8125,67579.0,16895.0,100.0,28457.0,13768.0,14419.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,15,summarization,0.9375,67856.0,16964.0,100.0,35165.0,14324.0,17292.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,16,temporal_reasoning,1.0,28377.0,7094.0,100.0,75.0,7076.0,541.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,11,17,temporal_reasoning,1.0,38571.0,9643.0,100.0,147.0,8738.0,250.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,0,abstention,0.5,39665.0,9916.0,100.0,344.0,8764.0,583.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,1,abstention,1.0,41969.0,10492.0,100.0,56.0,9211.0,116.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,2,contradiction_resolution,0.5,29015.0,7254.0,100.0,194.0,6927.0,283.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,3,contradiction_resolution,0.75,31802.0,7951.0,100.0,257.0,7507.0,1027.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,4,information_extraction,1.0,35306.0,8827.0,100.0,82.0,8007.0,96.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,5,information_extraction,1.0,39190.0,9798.0,100.0,814.0,8698.0,577.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,6,instruction_following,0.5,31782.0,7946.0,100.0,112.0,8075.0,46.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,7,instruction_following,1.0,37046.0,9262.0,100.0,1042.0,8279.0,656.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,8,knowledge_update,0.25,30757.0,7689.0,100.0,379.0,7295.0,1635.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,9,knowledge_update,1.0,47063.0,11766.0,100.0,114.0,10045.0,107.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,10,multi_session_reasoning,1.0,43234.0,10809.0,100.0,161.0,9353.0,472.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,11,multi_session_reasoning,0.875,37569.0,9392.0,100.0,9997.0,8350.0,5485.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,12,preference_following,0.8333,31118.0,7780.0,100.0,4341.0,7421.0,1904.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,13,preference_following,1.0,46546.0,11637.0,100.0,2671.0,10115.0,1043.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,14,summarization,0.6,39950.0,9988.0,100.0,15982.0,8943.0,8379.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,15,summarization,0.6,35092.0,8773.0,100.0,4255.0,8140.0,3937.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,16,temporal_reasoning,0.5,34114.0,8529.0,100.0,86.0,7956.0,481.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,12,17,temporal_reasoning,1.0,32312.0,8078.0,100.0,144.0,7723.0,328.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,0,abstention,0.0,43260.0,10815.0,100.0,1198.0,9555.0,1243.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,1,abstention,0.0,50347.0,12587.0,100.0,9193.0,12064.0,10852.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,2,contradiction_resolution,1.0,35657.0,8914.0,100.0,732.0,8108.0,670.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,3,contradiction_resolution,0.875,41294.0,10324.0,100.0,810.0,9047.0,1208.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,4,information_extraction,1.0,40153.0,10038.0,100.0,77.0,9847.0,23.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,5,information_extraction,1.0,42770.0,10693.0,100.0,2570.0,9860.0,1102.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,6,instruction_following,1.0,33557.0,8389.0,100.0,1630.0,8123.0,1422.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,7,instruction_following,1.0,38202.0,9551.0,100.0,170.0,8594.0,554.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,8,knowledge_update,1.0,51400.0,12850.0,100.0,173.0,11767.0,297.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,9,knowledge_update,1.0,47204.0,11801.0,100.0,171.0,10079.0,170.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,10,multi_session_reasoning,0.6667,33960.0,8490.0,100.0,260.0,8429.0,477.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,11,multi_session_reasoning,0.9167,70378.0,17595.0,100.0,7373.0,15932.0,13606.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,12,preference_following,1.0,38324.0,9581.0,100.0,6599.0,8805.0,3355.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,13,preference_following,1.0,58715.0,14679.0,100.0,4262.0,12820.0,2376.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,14,summarization,0.8571,63221.0,15805.0,100.0,19763.0,13538.0,12899.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,15,summarization,0.75,61687.0,15422.0,100.0,22494.0,13224.0,12386.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,16,temporal_reasoning,1.0,36034.0,9009.0,100.0,162.0,8699.0,235.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,13,17,temporal_reasoning,0.25,44815.0,11204.0,100.0,167.0,10493.0,1083.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,0,abstention,0.0,39954.0,9989.0,100.0,2351.0,9171.0,1415.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,1,abstention,0.0,40708.0,10177.0,100.0,968.0,9823.0,580.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,2,contradiction_resolution,0.0,44048.0,11012.0,100.0,56.0,10050.0,532.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,3,contradiction_resolution,0.5,41407.0,10352.0,100.0,371.0,9421.0,416.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,4,information_extraction,1.0,58388.0,14597.0,100.0,82.0,13549.0,80.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,5,information_extraction,1.0,25898.0,6475.0,100.0,77.0,6817.0,101.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,6,instruction_following,1.0,65151.0,16288.0,100.0,4192.0,14588.0,1328.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,7,instruction_following,1.0,31994.0,7999.0,100.0,3239.0,7631.0,3760.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,8,knowledge_update,1.0,48624.0,12156.0,100.0,141.0,11223.0,179.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,9,knowledge_update,1.0,41135.0,10284.0,100.0,837.0,9480.0,527.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,10,multi_session_reasoning,0.375,53215.0,13304.0,100.0,141.0,12646.0,172.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,11,multi_session_reasoning,0.25,58660.0,14665.0,100.0,1237.0,13622.0,1848.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,12,preference_following,1.0,48473.0,12118.0,100.0,2528.0,10842.0,1032.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,13,preference_following,1.0,39609.0,9902.0,100.0,3490.0,8965.0,1741.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,14,summarization,0.75,41779.0,10445.0,100.0,8617.0,9695.0,8087.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,15,summarization,0.75,59824.0,14956.0,100.0,26696.0,12858.0,9131.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,16,temporal_reasoning,1.0,40773.0,10193.0,100.0,187.0,9415.0,573.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,14,17,temporal_reasoning,1.0,46269.0,11567.0,100.0,194.0,10701.0,272.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,0,abstention,0.0,35067.0,8767.0,100.0,444.0,8400.0,423.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,1,abstention,1.0,43957.0,10989.0,100.0,56.0,10860.0,236.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,2,contradiction_resolution,0.375,42803.0,10701.0,100.0,249.0,9913.0,542.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,3,contradiction_resolution,0.75,41769.0,10442.0,100.0,348.0,10444.0,398.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,4,information_extraction,1.0,29506.0,7377.0,100.0,171.0,7347.0,309.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,5,information_extraction,0.5,44904.0,11226.0,100.0,1876.0,10341.0,2782.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,6,instruction_following,1.0,50065.0,12516.0,100.0,3016.0,11369.0,2730.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,7,instruction_following,1.0,41027.0,10257.0,100.0,1961.0,9374.0,909.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,8,knowledge_update,1.0,73773.0,18443.0,100.0,543.0,16955.0,636.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,9,knowledge_update,1.0,46610.0,11653.0,100.0,165.0,10794.0,122.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,10,multi_session_reasoning,1.0,52812.0,13203.0,100.0,197.0,12295.0,1767.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,11,multi_session_reasoning,1.0,56037.0,14009.0,100.0,3042.0,12745.0,3213.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,12,preference_following,0.6667,33352.0,8338.0,100.0,1883.0,8087.0,1208.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,13,preference_following,0.6667,45860.0,11465.0,100.0,1831.0,10924.0,2026.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,14,summarization,0.7,43925.0,10981.0,100.0,7992.0,10120.0,5125.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,15,summarization,0.75,49901.0,12475.0,100.0,3632.0,10827.0,2219.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,16,temporal_reasoning,1.0,36454.0,9114.0,100.0,177.0,8782.0,188.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,15,17,temporal_reasoning,1.0,38253.0,9563.0,100.0,174.0,9395.0,221.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,0,abstention,0.25,56229.0,14057.0,100.0,1219.0,12636.0,765.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,1,abstention,0.0,54542.0,13636.0,100.0,278.0,12521.0,320.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,2,contradiction_resolution,0.875,56780.0,14195.0,100.0,641.0,12758.0,1161.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,3,contradiction_resolution,0.75,54935.0,13734.0,100.0,454.0,12767.0,444.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,4,information_extraction,1.0,59342.0,14836.0,100.0,124.0,12713.0,164.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,5,information_extraction,0.875,57002.0,14251.0,100.0,2279.0,12602.0,2025.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,6,instruction_following,1.0,31337.0,7834.0,100.0,1496.0,7623.0,822.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,7,instruction_following,1.0,36316.0,9079.0,100.0,375.0,8596.0,1349.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,8,knowledge_update,0.5,46125.0,11531.0,100.0,94.0,10905.0,545.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,9,knowledge_update,0.75,37003.0,9251.0,100.0,299.0,8653.0,1100.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,10,multi_session_reasoning,1.0,40570.0,10143.0,100.0,1053.0,9540.0,753.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,11,multi_session_reasoning,1.0,39511.0,9878.0,100.0,107.0,9522.0,241.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,12,preference_following,0.75,67334.0,16834.0,100.0,3170.0,14664.0,2221.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,13,preference_following,0.75,47727.0,11932.0,100.0,2472.0,10804.0,1029.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,14,summarization,0.8333,44077.0,11019.0,100.0,10566.0,9851.0,6712.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
1m,B csls,100,16,15,summarization,0.5833,47480.0,11870.0,100.0,8804.0,10624.0,5451.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,d3fdf8fcb8e7
